;Kingdom;Phylum;Class;Order;Family;Genus
ASV_1;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_2;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_3;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_4;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_5;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix
ASV_6;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;NA
ASV_7;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_8;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
ASV_9;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_10;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_11;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Zoogloea
ASV_12;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA
ASV_13;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_14;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_15;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus
ASV_16;Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;NA
ASV_17;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus
ASV_18;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas
ASV_19;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_20;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_21;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola
ASV_22;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter
ASV_23;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
ASV_24;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_25;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV_26;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter
ASV_27;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
ASV_28;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia
ASV_29;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea
ASV_30;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_31;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Candidatus Methylopumilus
ASV_32;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV_33;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_34;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_35;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_36;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_37;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_38;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium
ASV_39;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_40;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_41;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;NA
ASV_42;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_43;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_44;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_45;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
ASV_46;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA
ASV_47;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_48;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV_49;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella
ASV_50;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_51;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_52;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
ASV_53;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
ASV_54;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Runella
ASV_55;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
ASV_56;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
ASV_57;Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Nevskia
ASV_58;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_59;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
ASV_60;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
ASV_61;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_62;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA
ASV_63;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea
ASV_64;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus
ASV_65;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter
ASV_66;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_67;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_68;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Lacihabitans
ASV_69;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_70;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_71;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;NA
ASV_72;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
ASV_73;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
ASV_74;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_75;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_76;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
ASV_77;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus
ASV_78;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_79;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_80;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna
ASV_81;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_82;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
ASV_83;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_84;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter
ASV_85;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia
ASV_86;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV_87;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_88;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_89;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_90;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
ASV_91;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus Planktophila
ASV_92;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;NA
ASV_93;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV_94;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea
ASV_95;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter
ASV_96;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia
ASV_97;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_98;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola
ASV_99;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax
ASV_100;Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;NA
ASV_101;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Solitalea
ASV_102;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_103;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_104;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter
ASV_105;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_106;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
ASV_107;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
ASV_108;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus
ASV_109;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA
ASV_110;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
ASV_111;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_112;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
ASV_113;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_114;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella
ASV_115;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter
ASV_116;Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;NA;NA
ASV_117;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia
ASV_118;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV_119;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;OLB12
ASV_120;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
ASV_121;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
ASV_122;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_123;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus Planktophila
ASV_124;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia
ASV_125;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_126;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasediminibacterium
ASV_127;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus
ASV_128;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV_129;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
ASV_130;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_131;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_132;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA
ASV_133;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_134;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna
ASV_135;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV_136;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA
ASV_137;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV_138;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans
ASV_139;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_140;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Candidatus Nitrotoga
ASV_141;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_142;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_143;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV_144;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus
ASV_145;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA
ASV_146;Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307
ASV_147;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter
ASV_148;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_149;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_150;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix
ASV_151;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
ASV_152;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix
ASV_153;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Rickettsiella
ASV_154;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax
ASV_155;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_156;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna
ASV_157;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11
ASV_158;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Solitalea
ASV_159;Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis
ASV_160;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parablastomonas
ASV_161;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;NA;NA
ASV_162;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
ASV_163;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseococcus
ASV_164;Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
ASV_165;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera
ASV_166;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix
ASV_167;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
ASV_168;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_169;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella
ASV_170;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;NA
ASV_171;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV_172;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_173;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter
ASV_174;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium
ASV_175;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA
ASV_176;Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;NA;NA
ASV_177;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas
ASV_178;Bacteria;Patescibacteria;Parcubacteria;Candidatus Nomurabacteria;NA;NA
ASV_179;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasediminibacterium
ASV_180;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_181;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_182;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
ASV_183;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11
ASV_184;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter
ASV_185;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum
ASV_186;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax
ASV_187;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter
ASV_188;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
ASV_189;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_190;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia
ASV_191;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Alsobacter
ASV_192;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA
ASV_193;Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;NA;NA
ASV_194;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola
ASV_195;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_196;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
ASV_197;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_198;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
ASV_199;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA
ASV_200;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV_201;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_202;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
ASV_203;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium
ASV_204;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_205;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas
ASV_206;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas
ASV_207;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Flectobacillus
ASV_208;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter
ASV_209;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter
ASV_210;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter
ASV_211;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_212;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA
ASV_213;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;NA
ASV_214;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
ASV_215;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia
ASV_216;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
ASV_217;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA
ASV_218;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group
ASV_219;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia
ASV_220;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA
ASV_221;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;NA
ASV_222;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Runella
ASV_223;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
ASV_224;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella
ASV_225;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter
ASV_226;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV_227;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Rurimicrobium
ASV_228;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter
ASV_229;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium
ASV_230;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;NA
ASV_231;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
ASV_232;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Tahibacter
ASV_233;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_234;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter
ASV_235;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
ASV_236;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_237;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus
ASV_238;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA
ASV_239;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus Planktophila
ASV_240;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Emticicia
ASV_241;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter
ASV_242;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_243;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
ASV_244;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV_245;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_246;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV_247;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas
ASV_248;Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA
ASV_249;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA
ASV_250;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus
ASV_251;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter
ASV_252;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA
ASV_253;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus
ASV_254;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter
ASV_255;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA
ASV_256;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;NA
ASV_257;Bacteria;Acidobacteriota;Acidobacteriae;Paludibaculum;NA;NA
